疾病,总数,详论
多肌痛,1,中西医结合治疗风湿性多肌痛疗效观察研究
幽门螺杆菌感染,1,中西医结合根除幽门螺杆菌的临床研究
幽门螺杆菌,1,中西医结合治疗慢性幽门螺杆菌的疗效观察
幽门螺杆菌,2,中西医结合治疗幽门螺杆菌相关性消化性溃疡的临床分析
幽门螺杆菌,3,中西医结合治疗幽门螺杆菌感染慢性胃炎疗效观察
幽门螺杆菌,4,中西医结合治疗气滞型幽门螺杆菌阳性消化性溃疡疗效观察
幽门螺杆菌,5,中西医结合治疗幽门螺杆菌感染消化性溃疡疗效观察
幽门螺杆菌,6,加味黄连温胆汤加标准四联法治疗幽门螺杆菌相关性胃炎
幽门螺杆菌,7,观察中西医结合治疗幽门螺杆菌感染合并功能性消化不良的效果
幽门螺杆菌,8,中西医结合治疗脾胃虚寒型幽门螺杆菌感染慢性胃炎70例
幽门螺杆菌,9,中药汤剂治疗幽门螺杆菌相关性消化性溃疡的随机对照试验的系统评价
幽门螺杆菌,10,中西医结合治疗幽门螺杆菌阳性消化道疾病临床观察
幽门螺杆菌,11,中西医结合治疗幽门螺杆菌相关性消化性溃疡的临床疗效
幽门螺杆菌,12,益气活血法治疗幽门螺杆菌相关消化性溃疡的临床效果
脑血栓,1,中西医结合疗法治疗脑血栓疗效分析
脑血栓,2,中西医结合治疗脑血栓患者的临床效果分析
脑血栓,3,中西医联合治疗方法应用于脑血栓患者的效果观察及其临床意义
脑血栓,4,中西医结合内科治疗脑血栓的临床疗效观察
亨特氏面瘫,1,针灸治疗亨特氏面瘫临床进展
前列腺增生,1,中医药治疗男性前列腺增生症新进展
前列腺增生,2,良性前列腺增生中西医结合诊疗指南(试行版)
前列腺增生,3,通淋汤治疗高危前列腺增生疗效观察
前列腺增生,4,使用中西医结合疗法治疗前列腺增生的效果探析
中耳炎,1,中西医结合治疗急性非化脓性中耳炎(风寒袭耳证)患者疗效观察
中耳炎,2,中西医结合治疗急性分泌性中耳炎疗效观察
中耳炎,3,中西医结合治疗急性分泌性中耳炎(风热外袭证)临床观察
中耳炎,4,鼓室积液清除术后中西医结合治疗分泌性中耳炎的临床研究
黄斑变性,1,中西医结合治疗老年性黄斑变性临床观察
黄斑变性,2,中西医结合治疗老年性黄斑变性的临床观察
结核性胸膜炎,1,中西医结合治疗结核性胸膜炎临床观察
肛周坏死性筋膜炎,1,中西医结合治疗肛周坏死性筋膜炎26例
肌无力,1,重症肌无力的中医药治疗研究进展
肌无力,2,中西医结合治疗重症肌无力对乙酰胆碱受体抗体和CD_4~+CD_(25)~+T调节免疫细胞的研究
宫颈HPV感染,1,中西医结合在防治宫颈HPV感染癌前病变及术后复发中的效果分析
慢性荨麻疹,1,与慢性荨麻疹和平共处——访江苏省中西医结合医院皮肤科主任医师 教授 陶迪生
慢性荨麻疹,2,中西医结合治疗慢性荨麻疹的疗效分析
发作性睡病,1,中西医结合治疗老年性发作性睡病1例
药物性肝病,1,中西医结合治疗药物性肝病疗效观察
慢性心肾综合征,1,中西医结合治疗慢性心肾综合征疗效观察
慢性心肾综合征,2,中西医结合治疗慢性心肾综合征的临床效果及护理体会
糖尿病肾病,1,中西医结合治疗早期气阴两虚型糖尿病肾病的临床效果观察
糖尿病肾病,2,中西医结合治疗糖尿病肾病随机对照试验的Meta分析
糖尿病肾病,3,中西医结合治疗糖尿病肾病临床研究
糖尿病肾病,4,中西医结合治疗糖尿病肾病30例
糖尿病肾病,5,缬沙坦联合金水宝胶囊治疗糖尿病肾病并发性功能障碍的临床研究
糖尿病肾病,6,中西医结合治疗糖尿病肾病疗效观察
糖尿病肾病,7,中西医结合治疗早期糖尿病肾病的临床及对尿微量白蛋白的影响
糖尿病肾病,8,中西医结合治疗糖尿病肾病的临床疗效分析
糖尿病肾病,9,中西医结合治疗糖尿病肾病的临床疗效观察
糖尿病肾病,10,糖尿病肾病的治疗进展
糖尿病肾病,11,中西医结合辨证论治糖尿病肾病的疗效
糖尿病肾病,12,中西医结合治疗糖尿病肾病患者临床观察
糖尿病肾病,13,中西医结合治疗方案在糖尿病肾病治疗中的应用
糖尿病肾病,14,中西医结合治疗糖尿病肾病效果探讨
糖尿病肾病,15,早中期糖尿病肾病应用中西医结合治疗前后Cys-C的变化及临床意义
糖尿病肾病,16,中西医结合治疗早期糖尿病肾病血瘀型疗效观察
糖尿病肾病,17,中西医结合治疗2型糖尿病肾病血糖及生活质量影响
糖尿病肾病,18,中西医结合治疗糖尿病肾病的临床价值分析
癌性腹水,1,中西医结合治疗癌性腹水疗效观察
膝前交叉韧带保残重建,1,中西医结合康复疗法对膝前交叉韧带保残重建术后本体感觉恢复的影响
肺心病,1,中西医结合治疗慢性肺心病急性加重期的疗效观察
肺心病,2,中西医结合治疗慢性肺心病疗效观察
肺心病,3,中西医结合治疗慢性阻塞性肺疾病急性加重合并慢性肺心病急性期临床观察
肺心病,4,中西医结合治疗慢性肺心病的临床疗效观察
生殖道支原体感染,1,中西医结合治疗女性复发性生殖道支原体感染的临床研究
生殖道支原体感染,2,中西医结合治疗女性生殖道支原体感染50例临床观察
角膜结膜炎症,1,中西医结合治愈儿童睑缘炎相关角膜结膜炎症1例
老年呼吸系统感染,1,中西医结合治疗老年呼吸系统感染的临床分析
甲状腺功能亢进,1,中西医结合治疗甲状腺功能亢进症及对患者骨代谢指标和骨密度的影响
甲状腺功能亢进,2,甲状腺功能亢进症合并糖尿病的中西医结合护理体会
炎症,1,中西医结合治疗口腔颌面部慢性炎症疗效观察
炎症,2,中西医结合治疗妇科炎症研究
胫骨中下段骨不连,1,探讨中西医结合治疗胫骨中下段骨不连的临床效果
前房出血,1,中西医结合治疗外伤性前房出血分析
前房出血,2,中西医结合治疗眼外伤性前房出血疗效观察
上呼吸道感染,1,中西医结合治疗风热证小儿急性上呼吸道感染60例
上呼吸道感染,2,中西医结合治疗上呼吸道感染92例临床观察
斑秃,1,中西医结合治疗多发性斑秃疗效及远期复发情况观察
慢性肾炎,1,中西药联合治疗慢性肾炎临床疗效观察
慢性肾炎,2,补肾地龟汤加减治疗慢性肾炎的疗效评价
慢性肾炎,3,中西医结合治疗慢性肾炎的临床效果研究
慢性肾炎,4,中西医结合治疗慢性肾炎的临床效果分析
慢性肾炎,5,中西医结合治疗慢性肾炎86例
慢性肾炎,6,探讨中西医结合治疗慢性肾炎的临床分析
动脉粥样硬化,1,中西医治疗动脉粥样硬化作用机制的研究进展
动脉粥样硬化,2,动脉粥样硬化中西医结合诊疗专家共识
动脉粥样硬化,3,中西医结合治疗冠状动脉粥样硬化性心脏病心绞痛临床评价
流行性感冒,1,中西医结合治疗流行性感冒
流行性感冒,2,中西医结合治疗猪流行性感冒
慢性萎缩性胃炎,1,慢性萎缩性胃炎中医药临床研究进展
慢性萎缩性胃炎,2,中西医结合治疗慢性萎缩性胃炎的临床效果分析
慢性萎缩性胃炎,3,中西医结合治疗慢性萎缩性胃炎的疗效分析
慢性萎缩性胃炎,4,中西医结合治疗慢性萎缩性胃炎的效果研究
慢性萎缩性胃炎,5,中西医结合治疗慢性萎缩性胃炎肝胃不和型临床观察
慢性萎缩性胃炎,6,中西医结合疗法对慢性萎缩性胃炎患者效果及血清炎症因子的影响
颅脑损伤,1,中西医结合治疗在颅脑损伤中的应用
卵巢储备力下降,1,中西医结合在辅助生殖中卵巢储备力下降的应用
宫颈癌,1,中西医结合治疗宫颈癌的临床疗效观察
宫颈癌,2,中西医结合治疗宫颈癌根治术后尿潴留1例分析
橄榄脑桥小脑萎缩,1,中西医结合治疗橄榄脑桥小脑萎缩20例
心血管疾病,1,从中西医结合角度看心血管疾病的治疗
心血管疾病,2,中西医结合方法防治心血管疾病
心血管疾病,3,中西医结合治疗心血管疾病伴焦虑症患者的临床疗效
小儿ITP,1,任献青教授中西医结合治疗小儿ITP经验探讨
牙周-牙髓联合病变,1,中西医结合治疗牙周-牙髓联合病变临床分析
过敏性结膜炎,1,中西医结合治疗过敏性结膜炎的临床观察
间质性肺疾病,1,中医-中西医结合治疗间质性肺疾病概况
视神经病变,1,中西医结合治疗前部缺血性视神经病变的临床效果分析
视神经病变,2,中西医诊疗前部缺血性视神经病变研究进展
视神经病变,3,糖尿病视神经病变中西医结合治疗研究
偏瘫,1,中西医结合治疗脑血管病偏瘫的疗效观察
偏瘫,2,中西医结合卒中单元康复护理模式对脑卒中偏瘫恢复期患者的影响
骨伤,1,中西医结合交锁髓内针治疗骨伤的效果研究
三叉神经痛,1,中西医结合疗法治疗35例三叉神经痛的效果分析
三叉神经痛,2,探讨中西医结合治疗三叉神经痛的治疗效果
恙虫病,1,中西医结合护理恙虫病患者的临床效果分析
老年口腔念珠菌病,1,中西医结合治疗老年口腔念珠菌病的临床疗效观察
小叶性乳腺炎,1,中西医结合治疗肉芽肿性小叶性乳腺炎的疗效观察
肾结石,1,中西医结合治疗不同术式术后残留肾结石的临床探究
肾结石,2,肾结石的中西医结合治疗研究进展
产后恶露不尽,1,中西医结合治疗产后恶露不尽的临床效果观察
狼疮肾炎,1,中西医结合治疗狼疮肾炎的Meta分析
慢阻肺,1,中西医结合治疗慢阻肺急性加重期的临床观察
慢阻肺,2,中西医结合治疗慢阻肺稳定期的临床疗效分析
脂肪性肝病,1,中西医结合治疗非酒精性脂肪性肝病痰瘀互结证临床观察
脂肪性肝病,2,中西医结合治疗湿热型非酒精性脂肪性肝病效果观察
逆行射精,1,中西医结合治疗逆行射精疗效观察
逆行性牙髓炎,1,中西医结合治疗老年逆行性牙髓炎的临床疗效观察
病理性黄疸,1,中西医结合治疗病理性黄疸疗效观察
宫颈糜烂,1,中西医结合治疗宫颈糜烂的效果评估
宫颈糜烂,2,中西医结合治疗宫颈糜烂合并HR-HPV感染疗效观察
慢性肛窦炎,1,中西医结合治疗慢性肛窦炎临床疗效观察
儿科疾病,1,对中西医结合治疗儿科疾病的体会探讨
拇外翻,1,拇外翻术后患者的康复及中西医结合治疗效果分析
拇外翻,2,中西医结合微创治疗拇外翻466例分析
阿尔茨海默病,1,中西医结合规范化干预治疗阿尔茨海默病的疗效
阿尔茨海默病,2,中西医结合治疗及认知功能训练和健康教育在阿尔茨海默病中的应用效果
阿尔茨海默病,3,中西医结合治疗阿尔茨海默病80例疗效观察
脊柱结核,1,中西医结合治疗脊柱结核效果观察
白血病,1,周永明治疗老年急性白血病临床经验
白血病,2,周郁鸿治疗白血病经验拾萃
白血病,3,中西医结合治疗白血病成本效果分析
急性高危胸痛,1,床旁超声心动图检查在急性高危胸痛疾病诊断和中西医结合治疗中应用
瘿气,1,中西医结合治疗瘿气病临床经验
输尿管结石,1,中西医结合治疗输尿管结石68例临床研究
泌尿系统损伤,1,妇产科手术致泌尿系统损伤治疗措施探讨
尿道炎,1,中西医结合治疗男性非淋菌性尿道炎142例疗效观察
骨关节强直,1,中药熏洗联合关节松解术治疗骨关节强直的临床疗效观察
Graves病,1,中西医结合治疗Graves病的临床疗效及对免疫功能的影响
心脏瓣膜病,1,中西医结合治疗配合护理在心脏瓣膜病围术期中效果观察
精索静脉曲张不育,1,针挑治疗对精索静脉曲张不育患者血液流变指标及疗效的影响
甲状腺功能减退,1,中西医结合法治疗甲状腺功能减退临床观察
眼轮匝肌痉挛,1,中西医结合治疗眼轮匝肌痉挛30例临床观察
频发室性早搏,1,中西医结合治疗频发室性早搏临床观察
流脑,1,离合之间:新中国第一次流脑疫情与中西医防治
儿童抽动症,1,126例儿童抽动症合并多动症的中西医结合临床疗效分析
痤疮,1,中西医结合治疗结节和囊肿型痤疮的疗效观察
痤疮,2,中西医结合治疗痤疮
痤疮,3,中西医结合疗法治疗重度痤疮的疗效观察
痤疮,4,中西医结合治疗痤疮56例
痤疮,5,中西医结合治疗寻常型痤疮的临床疗效及安全性
痤疮,6,中西医结合治疗中重度痤疮临床疗效观察
痤疮,7,中西医结合治疗寻常性痤疮100例临床观察
阴道混合感染,1,中西医结合治疗对阴道混合感染近期疗效和远期复发的影响
结膜炎,1,中西医结合治疗儿童变应性结膜炎疗效观察
婴幼儿痰多,1,中西医结合治疗婴幼儿痰多138例疗效观察
慢支,1,中西医结合治疗慢支的进展
呃逆,1,心脏介入术后顽固性呃逆的中西医结合护理
子宫脱垂,1,中西医结合治疗子宫脱垂的疗效及对雌激素的影响
心肌损伤,1,中西医结合治疗高原缺氧性心肌损伤的临床效果
危重病急救,1,我国开创的中西医结合科研及其启示(七)——著名危重病急救医学家王今达教授与中西医结合急救医学研究
贫血,1,中西医结合治疗肿瘤性贫血的临床疗效观察
贫血,2,补肾生血汤治疗肾性贫血的临床观察
卒中,1,中医药治疗卒中后抑郁的研究进展
脱髓鞘疾病,1,中西医联合治疗中枢神经系统脱髓鞘疾病的临床效果观察
耳鼻咽喉科相关疾病,1,耳鼻咽喉科的中西医结合治疗思路
骨髓增生异常综合征,1,“同病类治”法治疗骨髓增生异常综合征临床观察
骨髓增生异常综合征,2,中西医结合治疗骨髓增生异常综合征1例
身材矮小,1,中西医结合治疗身材矮小儿童的临床效果评价
下肢感染,1,下肢感染性创面的中西医结合治疗
系统性红斑狼疮,1,中西医结合治疗系统性红斑狼疮疗效观察
系统性红斑狼疮,2,试析采用中西医结合治疗系统性红斑狼疮的临床疗效
坐骨神经痛,1,中西医结合治疗坐骨神经痛24例
项背肌筋膜炎,1,中西医结合治疗项背肌筋膜炎28例
脑动脉瘤,1,中西医结合治疗脑动脉瘤破裂后蛛网膜下腔出血108例
心肌病,1,中西医结合治疗围生期心肌病1例
骨科疼痛性疾病,1,中西医结合治疗骨科疼痛性疾病43例的临床观察
尿路结石,1,中西医结合护理在尿路结石性梗阻中的应用
CHF,1,CHF患者采用中西医结合治疗对其生活质量评分的影响探讨
慢性疲劳综合症,1,补脾益肾汤联合三磷酸腺苷+谷维素治疗脾肾阳虚慢性疲劳综合症随机平行对照研究
慢性乙肝,1,中西医结合治疗慢性乙肝临床研究进展
肝外胆管结石,1,中西医结合治疗肝外胆管结石简况
生殖道人乳头瘤病毒感染,1,中西医结合局部用药治疗生殖道人乳头瘤病毒感染的疗效观察
心脉病症,1,中西医融合康复治疗心脉病症多元研究述评
产后子宫复旧不良,1,产后子宫复旧不良的中西医结合研究
妊娠贫血,1,中西医结合治疗妊娠贫血
骨科创伤,1,创伤骨科中西医结合治疗以及应用外固定架的临床疗效和体会
间质性肺病,1,中西医结合治疗间质性肺病的研究进展
子宫内膜异位症,1,中西医结合方法治疗子宫内膜异位症的临床疗效分析
葡萄膜炎,1,葡萄膜炎中医病因病机分析与中西医结合治疗研究
葡萄膜炎,2,中西医结合治疗Behcet综合征葡萄膜炎的临床观察
葡萄膜炎,3,中西医结合治疗前葡萄膜炎临床疗效观察
帕金森病,1,中西医结合治疗帕金森病便秘32例
帕金森病,2,中医药治疗帕金森病研究进展
卵巢癌,1,自拟中药方剂联合常规西医化疗治疗晚期卵巢癌的效果分析
慢性子宫内膜炎,1,中西医结合治疗慢性子宫内膜炎的临床疗效观察
布鲁氏菌病,1,中西医结合治疗布鲁氏菌病的疗效分析
不育,1,男性免疫性不育中医药治疗研究现状
上消化道出血,1,中医治疗上消化道出血的研究进展
上消化道出血,2,中西医结合治疗上消化道出血临床效果研究
膝骨关节病,1,中西医结合治疗膝骨关节病的研究进展
玫瑰糠疹,1,中西医结合治疗变应性血管炎合并玫瑰糠疹1例
呼吸道感染,1,对新生儿呼吸道感染者采用中西医结合方式治疗的效果观察
室性早搏,1,中西医结合治疗室性早搏临床经验
室性早搏,2,中西医结合治疗频发室性早搏合并抑郁状态疗效观察
慢性盆腔炎,1,慢性盆腔炎合并盆腔积液40例的临床治疗体会
阴道流血,1,关于妇产科临床中阴道流血的临床中西医联合治疗方法分析
视网膜病变,1,中西医结合治疗中心性浆液性脉络膜视网膜病变临床观察
视网膜病变,2,中西医结合与单纯西医治疗NPDR早期患者的疗效比较
膀胱癌,1,中西医结合治疗37例中晚期膀胱癌的临床疗效观察
尿毒症,1,尿毒症早期肾性贫血应用中西医结合治疗的效果研究
老年皮肤瘙痒症,1,中西医结合治疗老年皮肤瘙痒症疗效观察
老年呼吸系统疾病,1,中西医结合治疗老年呼吸系统疾病的疗效研究
胃肠功能紊乱,1,中西医结合护理对腹部手术后胃肠功能紊乱的预防和临床疗效观察
妊娠呕吐,1,中西医结合治疗妊娠呕吐30例临床观察
视网膜下积液,1,中西医结合治疗孔源性视网膜脱离术后视网膜下积液的Meta分析
功能紊乱,1,中西医结合治疗非器质性消化功能紊乱临床观察
冠状动脉心肌桥,1,中西医结合治疗冠状动脉心肌桥的研究进展
肾小球硬化,1,原发性局灶节段性肾小球硬化治疗研究进展
胆道蛔虫病,1,中西医结合治疗胆道蛔虫病的效果观察
虹膜睫状体炎,1,中西医结合治疗虹膜睫状体炎的临床观察
膝关节疾病,1,人工全膝关节表面置换术后结合中西医康复治疗的临床效果
宫颈妊娠,1,中西医结合治疗宫颈妊娠1例
急性颅脑外伤,1,中西医结合治疗急性颅脑外伤的临床研究
胸外伤,1,中西医结合治疗胸外伤的临床进展
慢-快综合征,1,慢-快综合征中西医诊治现状
视神经网膜病变,1,中西医结合治疗颠茄磺苄啶片致药源性视神经网膜病变2例报告
急腹症,1,中西医结合外科急腹症临床应用若干问题的思考
急腹症,2,我国开创的中西医结合科研及其启示(五)——著名外科学家吴咸中院士与中西医结合诊疗急腹症研究
静脉内瘘,1,维持性血液透析动——静脉内瘘的中西医结合护理
甲状腺疾病,1,甲状腺疾病研究:进展与思考
脑疾病,1,中西医结合在脑疾病+胃肠道出血患者中的疗效观察及预后的影响
肝肾综合征,1,探讨中西医结合治疗肝肾综合征的临床效果
肝肾综合征,2,升降出入理论在肝肾综合征中的应用研究
颅脑外伤,1,中西医结合护理颅脑外伤术后患者效果观察
坏疽,1,中西医结合治疗二级以下足部缺血性坏疽的临床疗效
大肠癌,1,基于聚类和关联分析探讨中晚期大肠癌的中药用药规律
小儿呼吸道疾病,1,中西医结合治疗小儿呼吸道疾病
放射性皮炎,1,中西医结合治疗放射性皮炎的研究进展
胃脘痛,1,初探胃脘痛患者的中西医结合护理体会
肛肠手术并发症,1,肛肠手术并发症患者的中西医治疗体会
高泌乳素血症,1,高泌乳素血症月经后期的中西医治疗进展
前阴疮蚀,1,孙思邈治疗前阴疮蚀疾病的特色研究
新生儿胆汁淤积症,1,中西医结合治疗新生儿胆汁淤积症32例临床观察
结膜松弛症,1,中西医结合治疗结膜松弛症伴MGD相关干眼相关干眼的疗效分析
慢性阻塞性肺病,1,中西医结合治疗慢性阻塞性肺病的临床观察
单核细胞增多症,1,中西医结合治疗成人传染性单核细胞增多症并肝损害1例
肾功能不全,1,中西医结合治疗慢性肾功能不全临床研究
精神障碍,1,中西医结合治疗反复发作癔症性精神障碍的效果
甲流,1,中西医结合防控甲流H1N1流感疫情临床观察
骨关节病,1,中西医结合护理对关节镜下手术治疗膝关节骨关节病患者康复的影响
口腔扁平苔藓,1,中西医结合治疗口腔扁平苔藓的临床效果分析
儿童特发性矮小,1,项蓉主任医师中西医结合治疗儿童特发性矮小临床经验
性早熟,1,中西医结合和西药治疗性早熟的效果对比
白斑,1,中西医治疗外阴白斑病疗效评价
乙肝,1,中西医结合护理干预对慢性乙肝患者疗效的影响分析
阑尾脓肿,1,中西医结合治疗阑尾脓肿临床观察
子宫复旧,1,中西医结合治疗对剖宫产后子宫复旧的临床效果观察
眼睑痉挛,1,中西医结合治疗原发性眼睑痉挛30例
发热,1,中西医结合治疗神经外科术后发热56例疗效观察
EB病毒感染,1,中西医结合治疗EB病毒感染的临床疗效
卵巢过度刺激综合征,1,浅谈卵巢过度刺激综合征患者中西医结合治疗的护理体会
口腔黏膜炎,1,中医药在放射性口腔黏膜炎治疗中的研究进展
硬膜外血肿,1,中西医结合治疗创伤性硬膜外血肿90例临床观察
癌性疼痛,1,癌性疼痛的中西医治疗
植物神经功能紊乱,1,中西医结合治疗LC后胃肠型植物神经功能紊乱的疗效
慢性正己烷中毒,1,职业性慢性正己烷中毒综合疗法与常规疗法效果比较
皮肤瘙痒,1,中西医结合护理联合药物治疗维持性血液透析患者皮肤瘙痒的临床观察
脑震荡,1,中西医结合治疗脑震荡的临床观察与研究
支原体感染,1,中西医结合治疗妇科支原体感染的疗效观察
腹股沟疝,1,无张力疝修补术联合健脾疏肝法治疗老年腹股沟疝的临床观察
儿童葡萄球菌性烫伤样皮肤综合征,1,中西医结合治疗儿童葡萄球菌性烫伤样皮肤综合征
腺性膀胱炎,1,中西医治疗腺性膀胱炎研究进展
反流性咽喉炎,1,中西医结合治疗反流性咽喉炎的临床体会
甲亢,1,黄淑玲中西医结合序贯治疗甲亢经验
肺部感染,1,中西医结合治疗室间隔缺损术后患者反复肺部感染1例
特发性肺间质纤维化,1,特发性肺间质纤维化的中西医结合疗法研究概况
腹部术后胃肠功能恢复,1,中西医结合对腹部术后胃肠功能恢复的效果分析
天疱疮,1,天疱疮中医诊疗指南
子宫内膜非典型增生,1,子宫内膜非典型增生患者术后中西医结合改善治疗临床观察
骨髓炎,1,中西医结合治疗慢性创伤性股骨骨髓炎的临床疗效研究
月经先期,1,中西医结合治疗月经先期的疗效观察
雷诺氏病,1,中西医结合治疗雷诺氏病65例
神经麻痹,1,特发性面神经麻痹早期中西医结合治疗新发现
急性阑尾炎,1,加味锦红汤结合西医保守治疗急性阑尾76例的临床效果
自身免疫性肝病,1,中西医结合疗法对于治疗自身免疫性肝病的疗效分析
尿路感染,1,男性尿路感染临床特点及中西医结合治疗
急性乳腺炎,1,中西医联合治疗哺乳期急性乳腺炎的疗效分析
肛肠疾病术后疼痛,1,中西医结合治疗肛肠疾病术后疼痛的效果分析
睡眠呼吸暂停综合征,1,中医治疗阻塞性睡眠呼吸暂停综合征新进展
突发性聋,1,中西医结合治疗气滞血瘀型突发性聋临床研究
泌尿系感染,1,中西医结合治疗泌尿系感染的疗效及安全性探析
慢性咽喉炎,1,中西医结合治疗小儿慢性咽喉炎的临床疗效观察
神经内科疾病,1,中西医结合在神经内科疾病中的应用
水痘,1,39例水痘误诊情况分析及中西医结合治疗
肘关节纤维性强直,1,中西医结合康复治疗肘关节纤维性强直的临床疗效观察
胆囊相关疾病,1,中西医结合护理在腹腔镜胆囊切除术患者中的应用
盆底功能障碍性疾病,1,中西医结合防治产后盆底功能障碍性疾病的研究进展
心血管神经症,1,中西医结合治疗心血管神经症
骨髓瘤肾病,1,中医辨证论治对多发性骨髓瘤肾病化疗疗效的影响
